iter	Passed	Remaining
3218	161314	39138
3219	161363	39088
3220	161412	39037
3221	161463	38987
3222	161513	38937
3223	161563	38887
3224	161612	38837
3225	161663	38787
3226	161713	38737
3227	161765	38687
3228	161815	38637
3229	161865	38587
3230	161914	38536
3231	161964	38486
3232	162013	38436
3233	162064	38386
3234	162113	38336
3235	162163	38285
3236	162213	38235
3237	162263	38185
3238	162314	38135
3239	162365	38085
3240	162416	38035
3241	162467	37985
3242	162518	37936
3243	162568	37885
3244	162617	37835
3245	162669	37785
3246	162718	37735
3247	162769	37685
3248	162820	37635
3249	162870	37585
3250	162920	37535
3251	162972	37485
3252	163022	37435
3253	163071	37385
3254	163121	37335
3255	163170	37284
3256	163221	37234
3257	163270	37184
3258	163320	37134
3259	163371	37084
3260	163422	37034
3261	163474	36984
3262	163524	36934
3263	163574	36884
3264	163623	36834
3265	163673	36784
3266	163725	36734
3267	163774	36683
3268	163824	36633
3269	163874	36583
3270	163924	36533
3271	163973	36483
3272	164023	36432
3273	164075	36383
3274	164124	36332
3275	164174	36282
3276	164224	36232
3277	164274	36182
3278	164324	36132
3279	164373	36081
3280	164424	36032
3281	164473	35981
3282	164522	35931
3283	164574	35881
3284	164622	35831
3285	164673	35781
3286	164722	35730
3287	164771	35680
3288	164820	35630
3289	164871	35580
3290	164921	35530
3291	164972	35480
3292	165023	35430
3293	165073	35380
3294	165125	35330
3295	165175	35280
3296	165226	35230
3297	165275	35180
3298	165327	35130
3299	165376	35079
3300	165428	35030
3301	165478	34980
3302	165528	34929
3303	165579	34879
3304	165629	34829
3305	165681	34780
3306	165731	34729
3307	165779	34679
3308	165830	34629
3309	165881	34579
3310	165931	34529
3311	165982	34479
3312	166033	34429
3313	166081	34378
3314	166131	34328
3315	166183	34279
3316	166234	34229
3317	166285	34179
3318	166337	34129
3319	166389	34079
3320	166438	34029
3321	166490	33979
3322	166539	33929
3323	166590	33879
3324	166639	33829
3325	166690	33779
3326	166740	33729
3327	166790	33678
3328	166838	33628
3329	166889	33578
3330	166938	33528
3331	166989	33478
3332	167040	33428
3333	167089	33377
3334	167139	33327
3335	167190	33277
3336	167240	33227
3337	167290	33177
3338	167341	33127
3339	167392	33077
3340	167441	33027
3341	167491	32977
3342	167542	32927
3343	167593	32877
3344	167643	32827
3345	167693	32776
3346	167742	32726
3347	167793	32676
3348	167842	32626
3349	167892	32576
3350	167941	32525
3351	167992	32475
3352	168042	32425
3353	168093	32375
3354	168142	32325
3355	168191	32275
3356	168242	32225
3357	168292	32175
3358	168343	32125
3359	168393	32075
3360	168442	32024
3361	168491	31974
3362	168542	31924
3363	168593	31874
3364	168644	31824
3365	168695	31774
3366	168745	31724
3367	168796	31674
3368	168847	31624
3369	168897	31574
3370	168947	31524
3371	168997	31473
3372	169047	31423
3373	169098	31373
3374	169149	31323
3375	169199	31273
3376	169250	31223
3377	169302	31174
3378	169351	31123
3379	169400	31073
3380	169451	31023
3381	169502	30973
3382	169551	30923
3383	169599	30872
3384	169650	30822
3385	169700	30772
3386	169750	30722
3387	169800	30672
3388	169850	30622
3389	169901	30572
3390	169951	30522
3391	170002	30472
3392	170052	30421
3393	170102	30371
3394	170151	30321
3395	170202	30271
3396	170252	30221
3397	170303	30171
3398	170352	30121
3399	170402	30071
3400	170453	30021
3401	170503	29970
3402	170553	29920
3403	170603	29870
3404	170654	29820
3405	170706	29770
3406	170757	29720
3407	170807	29670
3408	170858	29620
3409	170907	29570
3410	170957	29520
3411	171008	29470
3412	171058	29420
3413	171107	29370
3414	171159	29320
3415	171210	29270
3416	171259	29219
3417	171309	29169
3418	171359	29119
3419	171408	29069
3420	171456	29018
3421	171506	28968
3422	171557	28918
3423	171606	28868
3424	171657	28818
3425	171706	28768
3426	171756	28718
3427	171806	28667
3428	171855	28617
3429	171904	28567
3430	171955	28517
3431	172003	28466
3432	172054	28416
3433	172104	28366
3434	172153	28316
3435	172204	28266
3436	172253	28216
3437	172304	28166
3438	172355	28116
3439	172405	28065
3440	172455	28015
3441	172504	27965
3442	172554	27915
3443	172602	27864
3444	172650	27814
3445	172700	27764
3446	172750	27714
3447	172800	27664
3448	172849	27613
3449	172899	27563
3450	172950	27513
3451	173001	27463
3452	173054	27414
3453	173104	27363
3454	173154	27313
3455	173203	27263
3456	173253	27213
3457	173302	27163
3458	173353	27113
3459	173402	27062
3460	173452	27012
3461	173502	26962
3462	173551	26912
3463	173601	26862
3464	173650	26811
3465	173700	26761
3466	173750	26711
3467	173800	26661
3468	173851	26611
3469	173902	26561
3470	173951	26511
3471	174003	26461
3472	174054	26411
3473	174105	26361
3474	174157	26311
3475	174208	26261
3476	174259	26211
3477	174310	26161
3478	174359	26111
3479	174409	26061
3480	174459	26011
3481	174510	25961
3482	174560	25910
3483	174610	25860
3484	174660	25810
3485	174711	25760
3486	174763	25710
3487	174813	25660
3488	174863	25610
3489	174913	25560
3490	174961	25510
3491	175014	25460
3492	175064	25410
3493	175113	25359
3494	175162	25309
3495	175212	25259
3496	175263	25209
3497	175313	25159
3498	175362	25109
3499	175412	25058
3500	175462	25008
3501	175513	24958
3502	175565	24908
3503	175620	24859
3504	175669	24809
3505	175719	24759
3506	175768	24708
3507	175816	24658
3508	175866	24608
3509	175917	24558
3510	175968	24508
3511	176018	24458
3512	176068	24408
3513	176118	24357
3514	176168	24307
3515	176218	24257
3516	176268	24207
3517	176319	24157
3518	176367	24107
3519	176418	24057
3520	176468	24006
3521	176519	23956
3522	176569	23906
3523	176620	23856
3524	176672	23806
3525	176722	23756
3526	176772	23706
3527	176820	23656
3528	176872	23606
3529	176923	23556
3530	176975	23506
3531	177025	23456
3532	177076	23406
3533	177125	23356
3534	177176	23306
3535	177226	23255
3536	177275	23205
3537	177326	23155
3538	177376	23105
3539	177424	23055
3540	177476	23005
3541	177526	22955
3542	177577	22905
3543	177626	22854
3544	177677	22804
3545	177726	22754
3546	177776	22704
3547	177826	22654
3548	177877	22604
3549	177928	22554
3550	177978	22504
3551	178028	22454
3552	178077	22403
3553	178127	22353
3554	178175	22303
3555	178225	22253
3556	178275	22203
3557	178327	22153
3558	178375	22102
3559	178425	22052
3560	178474	22002
3561	178523	21952
3562	178574	21902
3563	178625	21852
3564	178675	21801
3565	178725	21751
3566	178775	21701
3567	178825	21651
3568	178875	21601
3569	178925	21551
3570	178974	21501
3571	179026	21451
3572	179076	21400
3573	179127	21350
3574	179177	21300
3575	179225	21250
3576	179277	21200
3577	179327	21150
3578	179378	21100
3579	179426	21050
3580	179475	20999
3581	179526	20949
3582	179575	20899
3583	179626	20849
3584	179675	20799
3585	179724	20748
3586	179773	20698
3587	179821	20648
3588	179871	20598
3589	179922	20548
3590	179970	20497
3591	180021	20447
3592	180069	20397
3593	180122	20347
3594	180172	20297
3595	180221	20247
3596	180272	20197
3597	180321	20147
3598	180372	20097
3599	180423	20047
3600	180474	19997
3601	180524	19946
3602	180574	19896
3603	180623	19846
3604	180674	19796
3605	180724	19746
3606	180773	19696
3607	180824	19646
3608	180876	19596
3609	180926	19546
3610	180977	19496
3611	181027	19445
3612	181078	19395
3613	181128	19345
3614	181179	19295
3615	181229	19245
3616	181281	19195
3617	181333	19145
3618	181383	19095
3619	181435	19045
3620	181486	18995
3621	181536	18945
3622	181585	18895
3623	181635	18845
3624	181685	18795
3625	181736	18744
3626	181785	18694
3627	181835	18644
3628	181885	18594
3629	181935	18544
3630	181986	18494
3631	182036	18444
3632	182086	18394
3633	182138	18344
3634	182188	18294
3635	182238	18243
3636	182287	18193
3637	182338	18143
3638	182389	18093
3639	182438	18043
3640	182489	17993
3641	182540	17943
3642	182590	17893
3643	182640	17843
3644	182690	17792
3645	182739	17742
3646	182790	17692
3647	182839	17642
3648	182890	17592
3649	182940	17542
3650	182990	17492
3651	183040	17441
3652	183091	17391
3653	183141	17341
3654	183192	17291
3655	183243	17241
3656	183293	17191
3657	183344	17141
3658	183395	17091
3659	183445	17041
3660	183495	16991
3661	183544	16941
3662	183594	16890
3663	183644	16840
3664	183695	16790
3665	183746	16740
3666	183795	16690
3667	183845	16640
3668	183894	16590
3669	183946	16540
3670	183997	16490
3671	184047	16439
3672	184096	16389
3673	184147	16339
3674	184198	16289
3675	184248	16239
3676	184298	16189
3677	184349	16139
3678	184398	16089
3679	184446	16038
3680	184496	15988
3681	184546	15938
3682	184598	15888
3683	184648	15838
3684	184698	15788
3685	184748	15738
3686	184796	15687
3687	184846	15637
3688	184896	15587
3689	184946	15537
3690	184994	15487
3691	185043	15437
3692	185093	15386
3693	185142	15336
3694	185192	15286
3695	185241	15236
3696	185289	15186
3697	185340	15135
3698	185390	15085
3699	185441	15035
3700	185491	14985
3701	185542	14935
3702	185592	14885
3703	185644	14835
3704	185695	14785
3705	185746	14735
3706	185797	14685
3707	185849	14635
3708	185899	14585
3709	185948	14535
3710	185999	14485
3711	186051	14435
3712	186102	14384
3713	186152	14334
3714	186200	14284
3715	186251	14234
3716	186301	14184
3717	186351	14134
3718	186400	14084
3719	186449	14033
3720	186500	13983
3721	186551	13933
3722	186601	13883
3723	186649	13833
3724	186700	13783
3725	186749	13733
3726	186799	13682
3727	186850	13632
3728	186899	13582
3729	186949	13532
3730	186999	13482
3731	187048	13432
3732	187100	13382
3733	187148	13331
3734	187198	13281
3735	187249	13231
3736	187299	13181
3737	187349	13131
3738	187400	13081
3739	187451	13031
3740	187502	12981
3741	187551	12931
3742	187602	12881
3743	187651	12830
3744	187701	12780
3745	187751	12730
3746	187802	12680
3747	187853	12630
3748	187903	12580
3749	187953	12530
3750	188002	12480
3751	188052	12429
3752	188102	12379
3753	188152	12329
3754	188202	12279
3755	188252	12229
3756	188302	12179
3757	188354	12129
3758	188404	12079
3759	188454	12028
3760	188505	11978
3761	188553	11928
3762	188603	11878
3763	188654	11828
3764	188704	11778
3765	188754	11728
3766	188804	11678
3767	188855	11628
3768	188904	11577
3769	188953	11527
3770	189004	11477
3771	189054	11427
3772	189106	11377
3773	189156	11327
3774	189206	11277
3775	189256	11227
3776	189306	11176
3777	189356	11126
3778	189406	11076
3779	189456	11026
3780	189505	10976
3781	189555	10926
3782	189603	10876
3783	189654	10825
3784	189705	10775
3785	189756	10725
3786	189807	10675
3787	189857	10625
3788	189909	10575
3789	189959	10525
3790	190008	10475
3791	190059	10425
3792	190109	10375
3793	190159	10324
3794	190209	10274
3795	190259	10224
3796	190310	10174
3797	190360	10124
3798	190409	10074
3799	190460	10024
3800	190511	9974
3801	190559	9923
3802	190608	9873
3803	190658	9823
3804	190709	9773
3805	190759	9723
3806	190809	9673
3807	190861	9623
3808	190910	9573
3809	190959	9522
3810	191009	9472
3811	191060	9422
3812	191111	9372
3813	191161	9322
3814	191211	9272
3815	191262	9222
3816	191312	9172
3817	191363	9122
3818	191412	9071
3819	191464	9021
3820	191513	8971
3821	191562	8921
3822	191612	8871
3823	191663	8821
3824	191713	8771
3825	191764	8721
3826	191813	8670
3827	191862	8620
3828	191913	8570
3829	191963	8520
3830	192014	8470
3831	192063	8420
3832	192113	8370
3833	192162	8320
3834	192213	8269
3835	192263	8219
3836	192313	8169
3837	192363	8119
3838	192413	8069
3839	192462	8019
3840	192514	7969
3841	192564	7919
3842	192615	7869
3843	192666	7818
3844	192716	7768
3845	192766	7718
3846	192816	7668
3847	192865	7618
3848	192915	7568
3849	192965	7518
3850	193015	7467
3851	193065	7417
3852	193115	7367
3853	193166	7317
3854	193215	7267
3855	193263	7217
3856	193314	7167
3857	193364	7117
3858	193413	7066
3859	193464	7016
3860	193514	6966
3861	193565	6916
3862	193616	6866
3863	193666	6816
3864	193715	6766
3865	193768	6716
3866	193817	6666
3867	193864	6615
3868	193914	6565
3869	193963	6515
3870	194011	6465
3871	194061	6415
3872	194111	6365
3873	194162	6315
3874	194211	6264
3875	194263	6214
3876	194313	6164
3877	194361	6114
3878	194411	6064
3879	194463	6014
3880	194513	5964
3881	194562	5914
3882	194613	5863
3883	194664	5813
3884	194713	5763
3885	194764	5713
3886	194814	5663
3887	194864	5613
3888	194915	5563
3889	194965	5513
3890	195015	5463
3891	195066	5412
3892	195116	5362
3893	195168	5312
3894	195218	5262
3895	195268	5212
3896	195319	5162
3897	195369	5112
3898	195420	5062
3899	195469	5012
3900	195520	4961
3901	195572	4911
3902	195623	4861
3903	195674	4811
3904	195723	4761
3905	195775	4711
3906	195824	4661
3907	195875	4611
3908	195925	4561
3909	195976	4510
3910	196026	4460
3911	196075	4410
3912	196126	4360
3913	196176	4310
3914	196227	4260
3915	196278	4210
3916	196327	4160
3917	196376	4109
3918	196426	4059
3919	196476	4009
3920	196527	3959
3921	196577	3909
3922	196629	3859
3923	196680	3809
3924	196729	3759
3925	196780	3709
3926	196832	3658
3927	196882	3608
3928	196930	3558
3929	196983	3508
3930	197034	3458
3931	197085	3408
3932	197133	3358
3933	197184	3308
3934	197234	3258
3935	197284	3207
3936	197334	3157
3937	197385	3107
3938	197435	3057
3939	197486	3007
3940	197536	2957
3941	197586	2907
3942	197636	2857
3943	197686	2806
3944	197736	2756
3945	197787	2706
3946	197838	2656
3947	197888	2606
3948	197938	2556
3949	197989	2506
3950	198040	2456
3951	198090	2405
3952	198142	2355
3953	198191	2305
3954	198241	2255
3955	198291	2205
3956	198342	2155
3957	198391	2105
3958	198441	2055
3959	198492	2004
3960	198544	1954
3961	198592	1904
3962	198643	1854
3963	198693	1804
3964	198743	1754
3965	198793	1704
3966	198844	1654
3967	198893	1603
3968	198943	1553
3969	198993	1503
3970	199043	1453
3971	199091	1403
3972	199141	1353
3973	199192	1303
3974	199242	1253
3975	199292	1202
3976	199340	1152
3977	199389	1102
3978	199440	1052
3979	199490	1002
3980	199539	952
3981	199589	902
3982	199639	852
3983	199688	801
3984	199739	751
3985	199790	701
3986	199840	651
3987	199891	601
3988	199939	551
3989	199989	501
3990	200040	451
3991	200089	400
3992	200140	350
3993	200192	300
3994	200242	250
3995	200291	200
3996	200343	150
3997	200394	100
3998	200444	50
3999	200495	0
